country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,transit,walking
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/21/21,-67,-32,-52,-62,-60,21,47.91,28.67,29.5
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/22/21,-67,-33,-57,-61,-58,20,53.97,32.17,34.01
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/23/21,-67,-33,-56,-58,-31,10,62.43,37.55,42.93
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/24/21,-68,-38,-61,-61,-32,10,61.31,40.48,44.23
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/25/21,-67,-38,-59,-63,-60,21,48.26,30.86,31.35
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/26/21,-71,-40,-64,-64,-61,22,48.53,30,30.55
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/27/21,-68,-35,-56,-62,-59,20,45.53,28.33,27.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/28/21,-68,-34,-57,-62,-60,21,51.04,31.2,32.41
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/29/21,-72,-41,-70,-63,-60,23,53.33,31.79,31.74
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/30/21,-67,-30,-57,-58,-31,10,59.35,33.3,32.68
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,1/31/21,-69,-26,-66,-60,-31,10,61.5,38.28,42.61
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/1/21,-89,-70,-76,-81,-80,34,45.08,27.31,26.56
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/2/21,-80,-51,-70,-74,-72,28,20.58,18.51,11.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/3/21,-70,-34,-60,-60,-60,21,30.39,24.12,18.42
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/4/21,-67,-26,-55,-59,-60,20,47.24,32.13,29.34
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/5/21,-67,-31,-62,-59,-58,21,55.79,34.76,34.62
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/6/21,-62,-19,-47,-52,-27,8,61.89,39.67,42.04
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/7/21,-78,-46,-71,-64,-39,13,65.22,46.77,52.05
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/8/21,-68,-37,-64,-61,-61,20,33.74,26.92,21.01
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/9/21,-68,-32,-63,-61,-61,21,46.82,30.98,27.87
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/10/21,-66,-30,-57,-59,-59,20,47.95,30.84,28.73
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/11/21,-66,-30,-59,-60,-60,21,54.1,33.52,32.26
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/12/21,-65,-31,-63,-60,-60,20,54.12,34.06,33.24
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/13/21,-62,-25,-55,-55,-30,9,72.71,43.9,48.96
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/14/21,-58,-30,-52,-54,-30,9,73.66,48.42,62.23
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/15/21,-67,-42,-62,-65,-72,22,69.95,42.74,60.75
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/16/21,-64,-32,-51,-60,-62,20,49.69,34.68,35.15
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/17/21,-64,-29,-55,-59,-60,19,52.31,33.28,34.98
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/18/21,-76,-46,-69,-66,-68,26,59.13,35.14,36.3
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/19/21,-70,-40,-70,-62,-63,24,38.31,27.86,23.14
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/20/21,-61,-26,-49,-52,-29,9,54.04,38.41,37.52
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/21/21,-62,-32,-54,-54,-30,9,67.2,47.67,54.26
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/22/21,-68,-41,-66,-61,-61,22,53.84,36.03,39.07
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/23/21,-63,-28,-56,-58,-60,20,47.72,29.87,27
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/24/21,-60,-26,-42,-57,-58,18,53.55,34.25,33.55
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/25/21,-61,-26,-46,-57,-59,19,59.17,38.16,40.65
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/26/21,-62,-28,-53,-57,-58,18,63.05,39.1,40.68
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/27/21,-61,-30,-51,-53,-30,9,74.56,46.69,52.99
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,2/28/21,-64,-35,-63,-56,-31,9,71.28,47.23,57.86
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/1/21,-63,-32,-57,-59,-60,19,54.11,34.22,36.16
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/2/21,-64,-31,-58,-59,-59,20,53.11,34.24,34.06
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/3/21,-60,-24,-41,-56,-58,18,55.48,34.99,33.72
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/4/21,-62,-26,-52,-57,-60,20,60.86,39.42,41.84
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/5/21,-63,-30,-60,-57,-58,19,60.91,38.27,39.42
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/6/21,-58,-25,-47,-51,-29,8,73.39,46.99,50.74
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/7/21,-59,-30,-49,-53,-29,8,75.93,52.09,62.56
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/8/21,-62,-31,-53,-58,-59,19,60.15,38.93,45.54
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/9/21,-58,-24,-32,-56,-58,18,55.1,35.42,36.15
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/10/21,-59,-25,-39,-57,-58,18,61.06,39.91,45.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/11/21,-56,-21,-24,-55,-59,17,61.66,40.25,44.15
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/12/21,-57,-25,-37,-55,-57,17,69.49,45.39,53.99
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/13/21,-54,-22,-29,-47,-27,7,85.87,57.18,77.48
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/14/21,-57,-29,-43,-51,-30,7,64.31,41.3,49.9
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/15/21,-62,-33,-57,-58,-59,20,57.25,37.19,37.34
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/16/21,-62,-29,-55,-58,-59,20,58.96,37.9,38.84
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/17/21,-58,-26,-46,-56,-57,18,63.8,42.34,46.58
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/18/21,-64,-33,-61,-58,-60,21,63.05,39.69,39.53
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/19/21,-59,-25,-54,-55,-57,18,80.83,52.39,61.19
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/20/21,-50,-17,-15,-44,-26,5,93.6,63.69,90.87
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/21/21,-49,-23,-14,-46,-26,5,75.73,48.61,66.6
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/22/21,-56,-27,-38,-56,-58,17,62.62,42.07,46.67
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/23/21,-56,-24,-32,-55,-58,17,65.16,42.93,48.4
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/24/21,-62,-33,-53,-57,-59,19,62.46,39.83,39.8
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/25/21,-55,-20,-31,-55,-58,17,72.36,47.46,55.2
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/26/21,-55,-26,-36,-53,-57,16,88.82,58.43,73.14
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/27/21,-49,-18,-3,-41,-25,3,101.64,70.61,99.7
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/28/21,-64,-39,-61,-55,-33,9,60.13,39.31,44.19
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/29/21,-56,-29,-41,-57,-61,18,65.81,44.83,51.43
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/30/21,-54,-23,-26,-55,-60,17,74.42,49.52,59.64
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,3/31/21,-59,-29,-45,-57,-61,18,68.3,44.75,49.28
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,4/1/21,-57,-23,-45,-56,-61,18,73.71,48.9,54.49
US,United States,New York,New York County,,,36061,ChIJOwE7_GTtwokRFq0uOwLSE9g,4/2/21,-59,-29,-55,-58,-63,19,83.68,56.4,67.97
